사고ID,데이터구분,연도,사고일자,월,요일,학년,학년급,사고시간_정리,발생시각,사고장소_정리,사고당시활동_정리,사고형태_정리
SAMPLE-04751,합성 예시 데이터,2023,2023-10-06,10,금요일,4,고학년,6교시,14:06,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04752,합성 예시 데이터,2023,2023-08-16,8,수요일,1,저학년,방과후,17:09,강당·체육관,기타 체육,넘어짐
SAMPLE-04753,합성 예시 데이터,2023,2023-08-04,8,금요일,4,고학년,4교시,11:38,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04754,합성 예시 데이터,2023,2023-03-03,3,금요일,4,고학년,쉬는시간,11:07,계단·복도,놀이·휴식,넘어짐
SAMPLE-04755,합성 예시 데이터,2025,2025-10-23,10,목요일,2,저학년,점심시간,12:31,급식·위생공간,식사·위생,미끄러짐
SAMPLE-04756,합성 예시 데이터,2022,2022-09-21,9,수요일,5,고학년,4교시,12:03,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04757,합성 예시 데이터,2021,2021-03-19,3,금요일,6,고학년,쉬는시간,12:56,계단·복도,이동·보행,넘어짐
SAMPLE-04758,합성 예시 데이터,2021,2021-12-16,12,목요일,5,고학년,2교시,09:55,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04759,합성 예시 데이터,2024,2024-07-12,7,금요일,5,고학년,점심시간,12:30,급식·위생공간,이동·보행,미끄러짐
SAMPLE-04760,합성 예시 데이터,2021,2021-06-25,6,금요일,3,고학년,쉬는시간,11:55,화장실·위생공간,식사·위생,넘어짐
SAMPLE-04761,합성 예시 데이터,2022,2022-08-12,8,금요일,4,고학년,1교시,09:35,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04762,합성 예시 데이터,2024,2024-09-17,9,화요일,5,고학년,점심시간,12:43,급식·위생공간,이동·보행,부딪힘·충돌
SAMPLE-04763,합성 예시 데이터,2022,2022-10-26,10,수요일,4,고학년,점심시간,12:36,운동장,이동·보행,부딪힘·충돌
SAMPLE-04764,합성 예시 데이터,2023,2023-05-24,5,수요일,2,저학년,쉬는시간,10:32,계단·복도,놀이·휴식,넘어짐
SAMPLE-04765,합성 예시 데이터,2022,2022-04-21,4,목요일,2,저학년,6교시,14:04,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-04766,합성 예시 데이터,2024,2024-09-05,9,목요일,5,고학년,방과후,16:04,운동장,놀이·휴식,기타
SAMPLE-04767,합성 예시 데이터,2022,2022-03-29,3,화요일,3,고학년,방과후,14:33,강당·체육관,기타 체육,넘어짐
SAMPLE-04768,합성 예시 데이터,2025,2025-07-14,7,월요일,2,저학년,3교시,10:51,강당·체육관,구기·라켓스포츠,기타
SAMPLE-04769,합성 예시 데이터,2023,2023-10-05,10,목요일,4,고학년,3교시,11:26,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-04770,합성 예시 데이터,2022,2022-07-12,7,화요일,1,저학년,5교시,13:41,강당·체육관,이동·보행,부딪힘·충돌
SAMPLE-04771,합성 예시 데이터,2024,2024-08-27,8,화요일,1,저학년,4교시,11:57,강당·체육관,이동·보행,부딪힘·충돌
SAMPLE-04772,합성 예시 데이터,2025,2025-10-01,10,수요일,2,저학년,방과후,14:32,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04773,합성 예시 데이터,2024,2024-03-05,3,화요일,5,고학년,점심시간,12:32,급식·위생공간,식사·위생,미끄러짐
SAMPLE-04774,합성 예시 데이터,2021,2021-11-17,11,수요일,5,고학년,2교시,10:24,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04775,합성 예시 데이터,2025,2025-10-28,10,화요일,5,고학년,방과후,15:53,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04776,합성 예시 데이터,2022,2022-11-09,11,수요일,3,고학년,쉬는시간,09:51,계단·복도,놀이·휴식,넘어짐
SAMPLE-04777,합성 예시 데이터,2022,2022-04-19,4,화요일,5,고학년,1교시,09:11,교실·학습공간,이동·보행,추락
SAMPLE-04778,합성 예시 데이터,2024,2024-04-16,4,화요일,5,고학년,5교시,13:37,강당·체육관,이동·보행,미끄러짐
SAMPLE-04779,합성 예시 데이터,2022,2022-06-22,6,수요일,5,고학년,5교시,13:12,강당·체육관,기타 체육,넘어짐
SAMPLE-04780,합성 예시 데이터,2022,2022-11-29,11,화요일,5,고학년,3교시,10:55,운동장,기타 체육,추락
SAMPLE-04781,합성 예시 데이터,2022,2022-09-15,9,목요일,6,고학년,방과후,15:07,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04782,합성 예시 데이터,2025,2025-03-14,3,금요일,6,고학년,점심시간,12:56,운동장,기타 체육,넘어짐
SAMPLE-04783,합성 예시 데이터,2022,2022-09-23,9,금요일,1,저학년,2교시,10:39,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04784,합성 예시 데이터,2024,2024-10-24,10,목요일,2,저학년,1교시,09:39,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04785,합성 예시 데이터,2024,2024-08-29,8,목요일,6,고학년,방과후,14:36,교실·학습공간,수업·실습,기타
SAMPLE-04786,합성 예시 데이터,2024,2024-07-17,7,수요일,3,고학년,2교시,10:18,교실·학습공간,이동·보행,넘어짐
SAMPLE-04787,합성 예시 데이터,2023,2023-05-22,5,월요일,5,고학년,점심시간,12:49,계단·복도,기타,넘어짐
SAMPLE-04788,합성 예시 데이터,2024,2024-12-16,12,월요일,6,고학년,등교 전,08:27,운동장,놀이·휴식,넘어짐
SAMPLE-04789,합성 예시 데이터,2024,2024-03-07,3,목요일,3,고학년,쉬는시간,14:07,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04790,합성 예시 데이터,2021,2021-12-17,12,금요일,4,고학년,5교시,13:10,운동장,놀이·휴식,넘어짐
SAMPLE-04791,합성 예시 데이터,2024,2024-08-13,8,화요일,6,고학년,쉬는시간,10:47,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04792,합성 예시 데이터,2025,2025-07-01,7,화요일,2,저학년,점심시간,12:23,교실·학습공간,이동·보행,미끄러짐
SAMPLE-04793,합성 예시 데이터,2021,2021-12-15,12,수요일,6,고학년,등교 전,08:43,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04794,합성 예시 데이터,2025,2025-09-23,9,화요일,6,고학년,4교시,11:40,운동장,놀이·휴식,넘어짐
SAMPLE-04795,합성 예시 데이터,2025,2025-03-13,3,목요일,1,저학년,등교 전,08:20,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04796,합성 예시 데이터,2022,2022-04-20,4,수요일,5,고학년,5교시,13:37,강당·체육관,기타 체육,추락
SAMPLE-04797,합성 예시 데이터,2021,2021-11-01,11,월요일,1,저학년,방과후,15:38,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04798,합성 예시 데이터,2024,2024-05-24,5,금요일,6,고학년,점심시간,12:14,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04799,합성 예시 데이터,2022,2022-04-14,4,목요일,4,고학년,5교시,13:36,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04800,합성 예시 데이터,2021,2021-09-27,9,월요일,3,고학년,쉬는시간,12:04,운동장,놀이·휴식,넘어짐
SAMPLE-04801,합성 예시 데이터,2025,2025-03-17,3,월요일,5,고학년,3교시,10:59,계단·복도,이동·보행,넘어짐
SAMPLE-04802,합성 예시 데이터,2023,2023-09-21,9,목요일,3,고학년,방과후,16:57,계단·복도,놀이·휴식,기타
SAMPLE-04803,합성 예시 데이터,2024,2024-07-08,7,월요일,5,고학년,하교,15:17,운동장,이동·보행,부딪힘·충돌
SAMPLE-04804,합성 예시 데이터,2024,2024-03-26,3,화요일,2,저학년,방과후,15:21,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-04805,합성 예시 데이터,2025,2025-10-29,10,수요일,4,고학년,쉬는시간,11:40,화장실·위생공간,이동·보행,넘어짐
SAMPLE-04806,합성 예시 데이터,2024,2024-10-23,10,수요일,4,고학년,3교시,10:55,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04807,합성 예시 데이터,2022,2022-09-20,9,화요일,5,고학년,쉬는시간,12:27,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04808,합성 예시 데이터,2025,2025-05-23,5,금요일,3,고학년,3교시,11:05,교실·학습공간,수업·실습,부딪힘·충돌
SAMPLE-04809,합성 예시 데이터,2023,2023-04-18,4,화요일,4,고학년,쉬는시간,11:39,교실·학습공간,수업·실습,넘어짐
SAMPLE-04810,합성 예시 데이터,2022,2022-11-14,11,월요일,3,고학년,쉬는시간,10:55,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04811,합성 예시 데이터,2023,2023-07-24,7,월요일,4,고학년,방과후,15:54,운동장,기타 체육,넘어짐
SAMPLE-04812,합성 예시 데이터,2023,2023-05-23,5,화요일,3,고학년,점심시간,12:12,급식·위생공간,식사·위생,미끄러짐
SAMPLE-04813,합성 예시 데이터,2022,2022-04-07,4,목요일,2,저학년,쉬는시간,12:09,계단·복도,기타,부딪힘·충돌
SAMPLE-04814,합성 예시 데이터,2025,2025-04-03,4,목요일,5,고학년,쉬는시간,11:16,계단·복도,이동·보행,넘어짐
SAMPLE-04815,합성 예시 데이터,2021,2021-10-07,10,목요일,3,고학년,점심시간,12:31,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04816,합성 예시 데이터,2024,2024-11-29,11,금요일,1,저학년,쉬는시간,12:59,화장실·위생공간,이동·보행,넘어짐
SAMPLE-04817,합성 예시 데이터,2022,2022-08-10,8,수요일,2,저학년,방과후,16:05,운동장,이동·보행,미끄러짐
SAMPLE-04818,합성 예시 데이터,2022,2022-10-27,10,목요일,2,저학년,쉬는시간,12:21,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04819,합성 예시 데이터,2022,2022-12-13,12,화요일,4,고학년,쉬는시간,10:18,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04820,합성 예시 데이터,2023,2023-07-28,7,금요일,6,고학년,쉬는시간,12:51,운동장,기타 체육,기타
SAMPLE-04821,합성 예시 데이터,2021,2021-09-23,9,목요일,2,저학년,1교시,09:07,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-04822,합성 예시 데이터,2025,2025-04-25,4,금요일,6,고학년,6교시,13:54,강당·체육관,구기·라켓스포츠,넘어짐
SAMPLE-04823,합성 예시 데이터,2021,2021-07-12,7,월요일,6,고학년,점심시간,12:30,급식·위생공간,식사·위생,넘어짐
SAMPLE-04824,합성 예시 데이터,2024,2024-09-02,9,월요일,3,고학년,1교시,09:38,운동장,기타 체육,추락
SAMPLE-04825,합성 예시 데이터,2024,2024-11-08,11,금요일,3,고학년,3교시,11:20,교실·학습공간,수업·실습,넘어짐
SAMPLE-04826,합성 예시 데이터,2023,2023-04-20,4,목요일,5,고학년,점심시간,12:21,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04827,합성 예시 데이터,2023,2023-08-16,8,수요일,2,저학년,쉬는시간,10:01,운동장,놀이·휴식,미끄러짐
SAMPLE-04828,합성 예시 데이터,2025,2025-06-05,6,목요일,5,고학년,4교시,11:30,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04829,합성 예시 데이터,2025,2025-09-22,9,월요일,2,저학년,쉬는시간,14:12,계단·복도,이동·보행,넘어짐
SAMPLE-04830,합성 예시 데이터,2024,2024-04-23,4,화요일,1,저학년,점심시간,12:57,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04831,합성 예시 데이터,2024,2024-03-11,3,월요일,4,고학년,방과후,15:59,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04832,합성 예시 데이터,2025,2025-06-02,6,월요일,3,고학년,5교시,13:26,계단·복도,이동·보행,넘어짐
SAMPLE-04833,합성 예시 데이터,2025,2025-06-03,6,화요일,1,저학년,쉬는시간,13:38,교실·학습공간,수업·실습,넘어짐
SAMPLE-04834,합성 예시 데이터,2023,2023-07-05,7,수요일,6,고학년,6교시,14:26,운동장,구기·라켓스포츠,넘어짐
SAMPLE-04835,합성 예시 데이터,2023,2023-12-04,12,월요일,2,저학년,3교시,10:57,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04836,합성 예시 데이터,2024,2024-10-14,10,월요일,4,고학년,쉬는시간,09:40,운동장,놀이·휴식,기타
SAMPLE-04837,합성 예시 데이터,2023,2023-04-26,4,수요일,2,저학년,방과후,16:39,강당·체육관,기타 체육,부딪힘·충돌
SAMPLE-04838,합성 예시 데이터,2023,2023-06-06,6,화요일,3,고학년,쉬는시간,10:52,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-04839,합성 예시 데이터,2023,2023-07-04,7,화요일,3,고학년,점심시간,12:34,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04840,합성 예시 데이터,2024,2024-03-05,3,화요일,4,고학년,방과후,15:16,계단·복도,이동·보행,미끄러짐
SAMPLE-04841,합성 예시 데이터,2021,2021-04-21,4,수요일,4,고학년,3교시,11:00,운동장,기타 체육,부딪힘·충돌
SAMPLE-04842,합성 예시 데이터,2022,2022-11-08,11,화요일,5,고학년,쉬는시간,12:45,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04843,합성 예시 데이터,2024,2024-06-10,6,월요일,6,고학년,점심시간,12:47,계단·복도,놀이·휴식,부딪힘·충돌
SAMPLE-04844,합성 예시 데이터,2024,2024-07-05,7,금요일,3,고학년,쉬는시간,11:11,계단·복도,이동·보행,넘어짐
SAMPLE-04845,합성 예시 데이터,2025,2025-08-11,8,월요일,1,저학년,쉬는시간,11:41,운동장,놀이·휴식,미끄러짐
SAMPLE-04846,합성 예시 데이터,2025,2025-12-10,12,수요일,1,저학년,쉬는시간,12:55,계단·복도,이동·보행,넘어짐
SAMPLE-04847,합성 예시 데이터,2022,2022-07-07,7,목요일,2,저학년,하교,17:06,운동장,기타 체육,넘어짐
SAMPLE-04848,합성 예시 데이터,2025,2025-03-11,3,화요일,2,저학년,3교시,11:12,강당·체육관,구기·라켓스포츠,물체에 맞음
SAMPLE-04849,합성 예시 데이터,2022,2022-05-05,5,목요일,1,저학년,등교 전,08:47,교문·외부동선,교통·탑승,기타
SAMPLE-04850,합성 예시 데이터,2024,2024-12-09,12,월요일,1,저학년,쉬는시간,12:10,운동장,기타 체육,부딪힘·충돌
SAMPLE-04851,합성 예시 데이터,2022,2022-11-18,11,금요일,5,고학년,쉬는시간,10:25,교실·학습공간,놀이·휴식,부딪힘·충돌
SAMPLE-04852,합성 예시 데이터,2022,2022-03-10,3,목요일,6,고학년,쉬는시간,13:34,운동장,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04853,합성 예시 데이터,2022,2022-04-04,4,월요일,2,저학년,하교,16:46,교문·외부동선,이동·보행,부딪힘·충돌
SAMPLE-04854,합성 예시 데이터,2021,2021-05-07,5,금요일,1,저학년,3교시,11:26,교실·학습공간,이동·보행,부딪힘·충돌
SAMPLE-04855,합성 예시 데이터,2024,2024-05-30,5,목요일,4,고학년,점심시간,12:47,급식·위생공간,식사·위생,넘어짐
SAMPLE-04856,합성 예시 데이터,2022,2022-10-31,10,월요일,5,고학년,3교시,11:25,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04857,합성 예시 데이터,2023,2023-08-02,8,수요일,1,저학년,쉬는시간,14:06,화장실·위생공간,이동·보행,미끄러짐
SAMPLE-04858,합성 예시 데이터,2023,2023-09-21,9,목요일,1,저학년,5교시,13:03,교실·학습공간,수업·실습,기타
SAMPLE-04859,합성 예시 데이터,2025,2025-05-29,5,목요일,3,고학년,등교 전,08:44,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04860,합성 예시 데이터,2024,2024-05-30,5,목요일,1,저학년,점심시간,12:16,급식·위생공간,식사·위생,넘어짐
SAMPLE-04861,합성 예시 데이터,2025,2025-06-04,6,수요일,5,고학년,쉬는시간,10:37,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04862,합성 예시 데이터,2025,2025-07-28,7,월요일,1,저학년,쉬는시간,13:32,운동장,구기·라켓스포츠,물체에 맞음
SAMPLE-04863,합성 예시 데이터,2021,2021-07-14,7,수요일,2,저학년,방과후,15:09,계단·복도,이동·보행,부딪힘·충돌
SAMPLE-04864,합성 예시 데이터,2024,2024-09-06,9,금요일,3,고학년,5교시,13:23,교실·학습공간,놀이·휴식,넘어짐
SAMPLE-04865,합성 예시 데이터,2022,2022-08-17,8,수요일,2,저학년,하교,16:48,교문·외부동선,이동·보행,넘어짐
SAMPLE-04866,합성 예시 데이터,2021,2021-03-01,3,월요일,2,저학년,4교시,11:44,계단·복도,이동·보행,넘어짐
SAMPLE-04867,합성 예시 데이터,2021,2021-03-05,3,금요일,3,고학년,5교시,13:43,강당·체육관,기타 체육,추락
SAMPLE-04868,합성 예시 데이터,2023,2023-05-18,5,목요일,1,저학년,쉬는시간,14:18,교실·학습공간,이동·보행,추락
SAMPLE-04869,합성 예시 데이터,2024,2024-10-10,10,목요일,4,고학년,점심시간,12:16,교실·학습공간,수업·실습,넘어짐
SAMPLE-04870,합성 예시 데이터,2024,2024-12-06,12,금요일,5,고학년,점심시간,12:29,급식·위생공간,식사·위생,화상
SAMPLE-04871,합성 예시 데이터,2021,2021-09-06,9,월요일,2,저학년,3교시,10:50,교실·학습공간,이동·보행,미끄러짐
SAMPLE-04872,합성 예시 데이터,2021,2021-05-07,5,금요일,6,고학년,6교시,14:07,계단·복도,놀이·휴식,넘어짐
SAMPLE-04873,합성 예시 데이터,2024,2024-03-12,3,화요일,6,고학년,쉬는시간,10:14,교실·학습공간,수업·실습,물체에 맞음
SAMPLE-04874,합성 예시 데이터,2023,2023-08-03,8,목요일,5,고학년,쉬는시간,12:15,운동장,놀이·휴식,부딪힘·충돌
SAMPLE-04875,합성 예시 데이터,2021,2021-03-18,3,목요일,3,고학년,3교시,11:11,강당·체육관,구기·라켓스포츠,부딪힘·충돌
SAMPLE-04876,합성 예시 데이터,2023,2023-10-12,10,목요일,1,저학년,점심시간,12:51,급식·위생공간,놀이·휴식,미끄러짐
SAMPLE-04877,합성 예시 데이터,2025,2025-04-01,4,화요일,4,고학년,점심시간,12:32,교실·학습공간,놀이·휴식,미끄러짐
SAMPLE-04878,합성 예시 데이터,2024,2024-05-27,5,월요일,4,고학년,점심시간,12:49,교실·학습공간,수업·실습,넘어짐
SAMPLE-04879,합성 예시 데이터,2021,2021-04-21,4,수요일,4,고학년,쉬는시간,13:24,운동장,이동·보행,미끄러짐
